ASIN,Brand,Title,Category,BuyBox,#,Fulfillment,Price,FBA fee,Sales,Revenue,BSR,Rating,Review Count,Review Velocity,Dimensions,Weight,Size Tier,Images,Listing Creation Date,Product,Product (marketplace language),Country,Page,Type,Reviews Seller,Price Seller,Rating Seller,Price 2,Category (marketplace language),Timestamp,Ranking,Title Length,Variations,isReference
B08N2ZQFJQ,Stilemo,Kabelkanal Schreibtisch TÜV Rheinland geprüft - Kabelmanagement Schreibtisch für Ordnung am Arbeitsplatz - Kabelhalter Kabelwanne Tisch 2er Set - 43 x 12 x 10 cm - Kabelkorb schwarz,Baumarkt,n/a,n/a,n/a,"26,865546218487395",846,808,"21707,361344537814",3161,"4,8",463,"0,0","4,37 x 5,51 x 17,36","4,078551847",5,"8,0",2021-04-13 23:06:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","26,865546218487395",n/a,1634231889,0,181,5,False
B08D9P8HZC,KabelDirekt,"KD Essentials – Kabelkorb aus Metall, 2er-Pack – Kabelhalterung & Kabelkanal & Kabelwanne (Untertisch-/Wandmontage, schraubbar, verstaut Kabel, Ladegeräte, Netzteile, Steckdosenleisten, schwarz)",Baumarkt,n/a,n/a,n/a,"15,949579831932775",684,1147,"18294,168067226892",1237,"4,6",567,"0,0","5,12 x 5,91 x 16,73","2,7778245012",5,"7,0",2020-10-30 09:44:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","15,949579831932775",n/a,1634231889,1,194,0,False
B07SJ47RRK,AGPTEK,"AGPTEK Kabelkanal, selbstschließend Kabelschlauch, gewebter Kabelmantel zuschneidbar, flexibel 3m, Durchmesser 12-20mm, verstecken im Schreibtisch, TV, Boden, Schwarz",Baumarkt,n/a,n/a,n/a,"10,915966386554622",370,4852,"52964,26890756303",135,"4,6",4906,"0,0","1,02 x 8,7 x 8,98","0,2425084882",3,"7,0",2019-06-24 19:32:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","10,915966386554622",n/a,1634231889,2,166,2,False
B08SJJL9WH,UNITURE,UNITURE® [2er Set] Kabelkanal Schreibtisch für ordentliches Kabelmanagement - Kabelhalter Schreibtisch mit einfacher Montage und zeitlosem Design - 2x40cm - Kabelführung für Home-Office (Schwarz),Baumarkt,n/a,n/a,n/a,"25,201680672268907",789,1029,"25932,529411764706",1348,"4,7",176,"0,0","4,21 x 4,29 x 16,02","2,866009406",5,"6,0",2021-02-03 14:16:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","25,201680672268907",n/a,1634231889,3,195,2,False
B088GLTZBX,Stilemo,"Kabelkanal Schreibtisch TÜV Rheinland geprüft - Kabelmanagement Schreibtisch für Ordnung am Arbeitsplatz - Kabelhalter Kabelwanne Tisch 2er Set - Kabelkanal - 38 x 10,5 x 11 cm (Schwarz)",Baumarkt,n/a,n/a,n/a,"16,781512605042018",659,506,"8491,44537815126",3280,"4,8",556,"0,0","5,75 x 7,36 x 15,75","2,6896395964",5,"6,0",2020-08-21 15:46:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","16,781512605042018",n/a,1634231889,4,186,3,False
B08N2X77HG,Stilemo,Kabelkanal Schreibtisch TÜV Rheinland geprüft - Kabelmanagement Schreibtisch für Ordnung am Arbeitsplatz - Kabelhalter Kabelwanne Tisch 2er Set - 43 x 12 x 10 cm - Kabelkorb (weiß),Baumarkt,n/a,n/a,n/a,"26,84873949579832",844,150,"4027,310924369748",112962,"0,0",0,"0,0","4,45 x 5,08 x 17,24","4,0344593946",5,"9,0",2021-04-13 23:06:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","26,84873949579832",n/a,1634231889,5,180,0,False
B0824QYRSH,Annvchi,"Kabelkanal Schreibtisch, kabelmanagement 2 Stücke Cable Management - Computer Kabel Aufbewahrung und 10 Stück Kabelbinder, 10 Stück Klebeband zum einfachen Kabelmanagement",Bürobedarf & Schreibwaren,n/a,n/a,n/a,"15,109243697478993",633,290,"4381,680672268908",4417,"4,5",556,"0,0","5,2 x 7,13 x 16,18","2,1384839414",5,"6,0",2020-01-25 19:04:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","15,109243697478993",n/a,1634231889,7,171,0,False
B08N1HX647,pamo,PAMO Kabelkanal Schreibtisch zur einfachen Montage untertisch I 2er Set - mit 6x Klett Kabelbinder I Schreibtisch Organizer für Büro/Home Office Tisch durchdachter Kabelhalter,Baumarkt,n/a,n/a,n/a,"20,96638655462185",754,399,"8365,588235294117",4543,"4,7",278,"0,0","4,53 x 5,91 x 17,52","3,968320716",5,"7,0",2021-01-11 20:16:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","20,96638655462185",n/a,1634231889,8,175,6,False
B08THTQZ37,KADAX,"KADAX Kabelkanal waagerecht aus Stahl, 72,5 x 16,5 x 8,7 cm, Kabelabdeckung, schraubbarer Kabelhalter, Untertisch Kabelmanagement, Kabelkorb, Kabelgitter",Baumarkt,n/a,n/a,n/a,"15,109243697478993",841,281,"4245,697478991597",6840,"4,6",94,"0,0","3,43 x 6,5 x 28,54","1,0141264052",5,"7,0",2021-01-21 10:08:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","15,109243697478993",n/a,1634231889,9,153,1,False
B07486L6Z5,D-Line,"D-Line CZ252.5W flexibler Kabelkanal für den Schreibtisch | Optimale Kabelordnung mit dem Kabelschutzschlauch | Länge 2,5 m, Durchmesser 25 mm - Weiß",Baumarkt,n/a,n/a,n/a,"10,915966386554622",463,299,"3263,8739495798322",6196,"4,4",1201,"0,0","3,15 x 10,94 x 11,02","0,5291094288",3,"4,0",2017-10-18 12:59:16,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","10,915966386554622",n/a,1634231889,10,149,5,False
B07FFN2HN6,Stageek,"Kabelkanal, Stageek Kabelmanagement selbstklebend 39x4x2cm PVC 3.5 M Länge, Schreibtisch Cable Management Wand und Decken Montage allzweck für aller Art von Kabel innen Haus Büro - 9x39cm, Schwarz",Baumarkt,n/a,n/a,n/a,"23,521008403361343",712,1081,"25426,210084033613",1238,"4,6",8103,"0,0","2,83 x 7,01 x 16,22","2,64995638924",5,"8,0",2018-08-09 04:34:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","23,521008403361343",n/a,1634231889,11,196,2,False
B0849XBLK5,OskarLehmann,Kabelführung eckig Kuba Slim Line Länge:1260 mm Kabelschlauch Made in Germany (Schwarz),Baumarkt,n/a,n/a,n/a,"22,344537815126053",-1,715,"15976,344537815126",2109,"4,5",417,"0,0","2,44 x 11,3 x 14,61","1,8298367746",5,"8,0",2020-01-30 14:40:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","22,344537815126053",n/a,1634231889,12,87,3,False
B08HQFCZBK,ROLINE,"ROLINE Kabelkanal, Untertischmontage (2 Stück), weiß",Baumarkt,n/a,n/a,n/a,"25,126050420168067",1144,201,"5050,336134453782",9977,"4,6",922,"0,0","3,74 x 4,92 x 21,06","5,3351867404",5,"4,0",2020-09-10 08:30:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","25,126050420168067",n/a,1634231889,13,52,4,False
B09879WP9R,HomRealm,Kabelkanal Schreibtisch [2er Set] HomRealm Kabelmanagement Schreibtisch für Ordnung am Arbeitsplatz Schreibtisch Organizer für Büro/Home-Office Tisch Kabelhalter Kabelwanne 43cm + 6 Klett Kabelbinder,Baumarkt,n/a,n/a,n/a,"28,563025210084035",940,51,"1456,7142857142858",51992,"0,0",0,"0,0","4,29 x 4,41 x 17,36","4,03886863984",5,"7,0",2021-07-12 17:04:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","28,563025210084035",n/a,1634231889,14,199,0,False
B08P4SHXZN,MUDEELA,"4 Stück Kabelkanal Schreibtisch für Ordnung am Arbeitsplatz, Kabelabdeckungen Verstecken für Büro und Zuhause, L 40 cm x B 2,8 cm x H 6 cm, Schwarz",Baumarkt,n/a,n/a,n/a,"12,596638655462186",563,191,"2405,9579831932774",11511,"4,4",66,"0,0","3,23 x 3,35 x 17,24","1,6755131912",5,"7,0",2021-03-06 08:28:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","12,596638655462186",n/a,1634231889,15,147,0,False
B085QLVSJS,Wertmann,Wertmann Neopren Kabelschlauch schwarz für TV oder PC Kabelmanagement Schreibtisch - Einstellbarer Durchmesser - als Flexibler Kabelkanal schwarz oder als Kabelschutz Hund - 3m Cable Management,Baumarkt,n/a,n/a,n/a,"13,436974789915967",473,1526,"20504,823529411766",790,"4,4",4571,"0,0","5,16 x 5,28 x 5,59","0,8598028218",5,"6,0",2020-05-25 23:16:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","13,436974789915967",n/a,1634231889,16,193,3,False
B07VX6WNY3,MOSOTECH,"MOSOTECH Universal Kabelschlauch 2x1.5 M Flexible Kabelkanal Cord Organizer Kabelhülle Schutz-System fürTV, Computer, Heimkino-Schwarz und Grau (150x ∅28mm,150x∅22m)",Baumarkt,n/a,n/a,n/a,"9,142857142857144",458,807,"7378,285714285715",2244,"4,3",2871,"0,0","2,4 x 9,29 x 9,8","0,440924524",3,"6,0",2019-08-27 19:20:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","9,142857142857144",n/a,1634231889,17,165,18,False
B08B8BDPVZ,kinkaivy,"kinkaivy Kabelkanal, 2.4M (6 Stück - 30x17 mm) Kabelkanal selbstklebend weiß, PVC Kabelkanäle TV, Kabelabdeckung um Kabels für Computer zu Hause oder im Büro zu verstecken",Baumarkt,n/a,n/a,n/a,"11,756302521008404",520,784,"9216,94117647059",2049,"4,5",224,"0,0","2,76 x 3,82 x 16,45","1,6314207388",5,"7,0",2020-09-01 03:40:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","11,756302521008404",n/a,1634231889,18,171,0,False
B08NJ8JLVH,Alritz,"Kabelkanal Selbstklebend, Alritz 9 Stück PVC Kabelabdeckung Kabelmanagement Schreibtisch und TV Kabelkanal Installationskanal Wand für alle Netzkabel in Haushalt/Büro - 39x4x2cm, Weiß",Baumarkt,n/a,n/a,n/a,"18,478991596638654",685,102,"1884,857142857143",36387,"4,6",80,"0,0","3,15 x 7,32 x 15,86","2,866009406",5,"7,0",2021-03-26 04:40:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","18,478991596638654",n/a,1634231889,19,183,0,False
B08S3ZF3LY,MOSOTECH,"MOSOTECH Kabelschlauch, 2 X 1,6M Selbstschließender Kabelschutz, Durchmesser 16-28mm, Flexibel Kabelkanal Verstecken im Schreibtisch, TV, Boden, mit 10Pcs Klettband Kabelbinder, Schwarz",Baumarkt,n/a,n/a,n/a,"8,38655462184874",331,238,"1996,0000000000002",9213,"4,3",118,"0,0","0,94 x 8,78 x 9,06","0,3086471668",3,"7,0",2021-03-13 00:32:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","8,38655462184874",n/a,1634231889,20,185,12,False
B07RZKYBQR,AGPTEK,"AGPTEK Kabelkanal, selbstschließend Kabelschlauch, gewebter Kabelmantel zuschneidbar, flexibel 2m, Durchmesser 16-28mm, verstecken im Schreibtisch, TV, Boden, Weiß",Baumarkt,n/a,n/a,n/a,"7,5546218487394965",318,1435,"10840,882352941177",846,"0,0",0,"0,0","0,87 x 8,66 x 8,98","0,220462262",15,"0,0",2019-06-04 03:12:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","7,5546218487394965",n/a,1634231889,21,163,2,False
B08WZ4F5SM,AVOXXO,AVOXXO® Schreibtisch Kabelkanal [ 2er Set ] Premium Kabelmanagement für deinen Schreibtisch [ 2x 44 cm länge + Cable Straps ]. Unterbau Kabelwanne | Schreibtisch Kabelwanne,Baumarkt,n/a,n/a,n/a,"24,19327731092437",803,92,"2225,781512605042",26647,"4,7",23,"0,0","4,09 x 5,67 x 17,56","3,2407952514",5,"9,0",2021-02-19 07:30:03,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","24,19327731092437",n/a,1634231889,22,172,2,False
B09131BMMX,AGPTEK,"AGPTEK Kabelschlauch 4-16mm(6m), 6-19mm(4m), Organizer Kabelkanal Kabelhülle Schutz, insgesamt 10m, Weiß",Baumarkt,n/a,n/a,n/a,"8,394957983193278",401,1249,"10485,302521008403",1025,"4,4",1224,"0,0","1,1 x 8,62 x 10,28","0,40124131684",3,"7,0",2021-03-25 03:58:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","8,394957983193278",n/a,1634231889,23,104,3,False
B08ZYVZHPN,Eisnhauer,"EISNHAUER ® Kabelwanne BASIC abklappbar gegen den Kabelsalat am Schreibtisch (1100 mm, Weiß)",Baumarkt,n/a,n/a,n/a,"37,73109243697479",-1,79,"2980,7563025210084",28915,"4,4",15,"0,0",-1 x -1 x -1,"-1,0",-1,"3,0",2021-04-07 03:04:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","37,73109243697479",n/a,1634231889,24,92,6,False
B097RPG686,Dusor,"Dusor Kabelkanal Schreibtisch,2er Set Kabelmanagement Schreibtisch fürs Kabel Management ,Cable Management Kabelhalter & kabelführung & Kabelwanne Schreibtisch Zubehör Cable Organizer(40cm/15,75in)",Baumarkt,n/a,n/a,n/a,"16,789915966386555",638,30,"503,69747899159665",65443,"4,6",124,"0,0","4,49 x 4,49 x 16,14","1,87172460438",5,"7,0",2021-06-30 13:00:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","16,789915966386555",n/a,1634231889,25,197,2,False
B08D6CKXZQ,Angdarun,"Kabelkanal Schreibtisch, Kabelmanagement, Kabelhalter für Büro/Home Office Tisch - Computer Kabel Aufbewahrung zum einfachen, Familie, Kabelkorb unter dem Schreibtisch, Lagerregal, 2 Stück",Baumarkt,n/a,n/a,n/a,"20,159663865546218",-1,130,"2620,7563025210084",39394,"0,0",0,"0,0","4,06 x 7,01 x 14,92","2,3368999772",5,"7,0",2020-09-25 11:04:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","20,159663865546218",n/a,1634231889,26,188,0,False
B0922FNJHD,iVengo,iVengo® Kabelkanal Schreibtisch TÜV-geprüft [2er Set] für ideales Kabelmanagement Schreibtisch – geräumiger Kabelhalter Schreibtisch [2x50cm] - robuste Kabelführung Schreibtisch - Tiefschwarz matt,Baumarkt,n/a,n/a,n/a,"33,60504201680673",1215,54,"1814,6722689075632",42967,"4,6",39,"0,0","5,12 x 5,12 x 20,47","5,6438339072",5,"9,0",2021-04-08 10:30:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","33,60504201680673",n/a,1634231889,27,196,3,False
B08ZYWFHJD,Eisnhauer,"EISNHAUER ® Kabelwanne Hook abklappbar gegen den Kabelsalat am Schreibtisch, besonders viel Platz, Metall (Silber)",Baumarkt,n/a,n/a,n/a,"62,941176470588246",-1,71,"4468,823529411766",34095,"4,5",17,"0,0",-1 x -1 x -1,"-1,0",-1,"2,0",2021-03-27 17:06:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","62,941176470588246",n/a,1634231889,28,114,3,False
B08GCQKJ8B,bohooffice,boho office® - Kabelwanne - beidseitig klappbare Kabelwanne in Schwarz (RAL9005) zur Installation unterhalb der Tischplatte 107 cm,Baumarkt,n/a,n/a,n/a,"45,294117647058826",-1,231,"10462,94117647059",8396,"4,7",285,"0,0",-1 x -1 x -1,"-1,0",-1,"5,0",2020-08-20 17:56:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","45,294117647058826",n/a,1634231889,29,130,4,False
B07QD45T53,BEVA,"BEVA 12 Fach Steckdosenleiste 5 USB Mehrfachsteckdose Steckdosenturm Multi Steckdosen Steckerleiste Mehrfachstecker, Überspannungsschutz und Kurzschlussschutz (mit 2 Schalter und 2m Kabel, 2500W/10A )",Baumarkt,n/a,n/a,n/a,"31,08403361344538",953,201,"6247,890756302522",10867,"4,7",2738,"0,0","5,35 x 5,83 x 9,53","2,3368999772",5,"8,0",2019-04-04 07:48:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","31,08403361344538",n/a,1634231889,30,200,2,False
B00AQJ6V4O,D-Line,"D-Line Kabelbox EU/CTUSMLW/SW, Kabelmanagement-Box zum Kabel verstecken bei Kabelsalat – Klein, Weiß",Baumarkt,n/a,n/a,n/a,"8,394957983193278",442,4279,"35922,02521008404",177,"4,6",17336,"0,0","4,53 x 4,76 x 12,64","0,9038952742",5,"8,0",2014-12-07 22:00:40,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","8,394957983193278",n/a,1634231889,31,100,7,False
B0882XMSRP,MEISTERFAKTUR,"Meisterfaktur Kabelschlauch weiß - Klare weiße Seite - Kabelmanagement für Schreibtisch & TV - Ideal zum Kabel verstecken (300 x 13,5cm)",Baumarkt,n/a,n/a,n/a,"10,453781512605042",500,153,"1599,4285714285716",13725,"4,3",461,"0,0","5,43 x 7,95 x 9,17","0,9038952742",5,"7,0",2020-06-16 09:36:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","10,453781512605042",n/a,1634231889,32,136,1,False
B095WX57YY,Sossai,"sossai® Kabeldurchführung/Kabeldurchlass/Schreibtischkanal mit Bürste für Schreibtische, Büro & Arbeitsplatten | 2 Stück | KDM1-CH | Design: Chrom | Durchmesser: 60 mm | Material: Metall",Baumarkt,n/a,n/a,n/a,"4,613445378151261",272,4,"18,453781512605044",180444,"4,1",41,"0,0","0,75 x 2,76 x 5,51","0,2425084882",3,"6,0",2021-06-21 13:26:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","4,613445378151261",n/a,1634231889,33,186,8,False
B00GRP4HDI,Hama,"Hama Kabelbox „Maxi“ mit Deckel & Gummifüßen (Organizer zur Vermeidung von Kabelsalat, Aufbewahrungsbox zum Verstecken von Steckdosenleisten, Adaptern & Kabeln, Schutz von Kindern & Tieren) schwarz",Baumarkt,n/a,n/a,n/a,"16,630252100840337",595,80,"1330,4201680672268",27639,"4,6",1444,"0,0","6,26 x 6,5 x 15,91","1,6093745126",5,"12,0",2014-05-11 05:00:51,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","16,630252100840337",n/a,1634231889,34,197,0,False
B093P26H44,Kriogor,"Kriogor Kabel Schreibtisch, Kabelkanal Kabelmanagement, 2er Set Cable Organizer für Desk Ordnung, Einfach zu Montieren und Großvolumiger Büro-Aufbewahrungsbox (Schwarz)",Baumarkt,n/a,n/a,n/a,"21,840336134453782",815,15,"327,6050420168067",196858,"5,0",3,"0,0","4,33 x 5,47 x 15,94","4,299014109",5,"7,0",2021-04-28 05:54:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","21,840336134453782",n/a,1634231889,35,168,1,False
B08N9NJ4NG,kinkaivy,"kinkaivy Kabelschlauch, 19mm-8m selbstschließender cable sleeve, kabelkanal flexibel, kabelmantel schneidbar für TV, Computer, Heimkino, Automobil, Kabel von Hause und Büro-Schwarz",Baumarkt,n/a,n/a,n/a,"10,3109243697479",455,149,"1536,327731092437",15321,"4,4",51,"0,0","3,74 x 9,96 x 12,24","0,551155655",5,"6,0",2021-03-14 16:36:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","10,3109243697479",n/a,1634231889,36,180,0,False
B07PQCJCWC,FLEXISPOT,FLEXISPOT Kabelkanal Kabelschlauch 128 cm für flexibles Kabelmanagement an Computer und Arbeitsplatz …,Baumarkt,n/a,n/a,n/a,"25,201680672268907",736,76,"1915,3277310924368",57136,"0,0",0,"0,0","3,78 x 7,91 x 15,63","2,425084882",5,"7,0",2019-09-06 13:56:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","25,201680672268907",n/a,1634231889,37,102,2,False
B08R8N2ZS1,REFLYING,"5 Stück Kabelkanäle, Kabelmanagement Schreibtisch Kabelabdeckungen Verstecken für Büro und Zuhause, Schwarz, 37 * 4 * 2.5 CM",Baumarkt,n/a,n/a,n/a,"17,63865546218487",611,76,"1340,5378151260502",36516,"4,2",97,"0,0","2,68 x 3,58 x 16,97","1,4991433816",5,"7,0",2021-01-13 02:08:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","17,63865546218487",n/a,1634231889,38,124,2,False
B08FC7J363,ProOffice,J Channel Kabelkanal Set - Kabel Organizer für Schreibtisch - 6X 41cm Schwarz Untertisch Kabelmanagement für Büro und Zuhause,Baumarkt,n/a,n/a,n/a,"19,319327731092436",744,23,"444,34453781512605",84417,"4,6",183,"0,0","2,64 x 4,49 x 16,26","2,01061582944",5,"8,0",2021-01-29 05:46:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","19,319327731092436",n/a,1634231889,39,125,4,False
B0928858MV,PAIVSUN,PAIVSUN® Kabelkanal Schreibtisch Kabelführung - 2er Set Kabelkanal Weiß - Kabelmanagement Schreibtisch Kabel Organizer - Kabelkorb Kabelwanne Kabelhalter für Büro Home Tisch,Baumarkt,n/a,n/a,n/a,"23,521008403361343",763,54,"1270,1344537815125",47119,"4,5",21,"0,0","4,45 x 4,69 x 16,02","2,2707612986",5,"7,0",2021-04-23 08:00:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","23,521008403361343",n/a,1634231889,40,173,2,False
B085M96XGX,Annvchi,"Kabelkanal Schreibtisch, Kabelführung, Cable Management -2 Stücke kabelwanne 10 Stück Kabelbinder, 5 Stück Klebehaken zum Einfachen Kabelmanagement Metalldraht-Kabelträger für Büro und Küche",Baumarkt,n/a,n/a,n/a,"15,949579831932775",646,133,"2121,294117647059",16511,"4,5",961,"0,0","5,0 x 7,3 x 16,2","2,10100535686",5,"6,0",2020-03-23 07:44:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","15,949579831932775",n/a,1634231889,41,190,2,False
B094XZP928,MUDEELA,"MUDEELA Kabelkanal Schreibtisch für Kabelmanagement, 2 Stück Kabelführung Schreibtisch Unterbau für Haushalt-Büro, Kabel Organizer zum Verstecken von Kabel, Weiß",Baumarkt,n/a,n/a,n/a,"21,840336134453782",737,104,"2271,3949579831933",22788,"4,2",7,"0,0","4,17 x 4,37 x 15,98","2,0282528104",5,"7,0",2021-08-09 10:36:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","21,840336134453782",n/a,1634231889,42,161,2,False
B099VRZN7X,Moseem,"Moseem 114Pcs Kabelkanal Kabelmanagement Kit, 2m Kabelschlauch,100Pcs Kabelbinder,1Pcs Selbstklebende Klettband, 2 Silikon-Kabelhalter Cable Management und 10Pcs Kabelclips für TV Computer Büro",Baumarkt,n/a,n/a,n/a,"11,756302521008404",462,113,"1328,4621848739498",20840,"4,8",11,"0,0","1,97 x 7,01 x 8,7","0,4629707502",3,"7,0",2021-08-20 13:52:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","11,756302521008404",n/a,1634231889,43,193,0,False
B08282RGV7,ScandinavianHub,Kabelmanagement für unter den Schreibtisch – Kabelhalter für Kabelmanagement unter dem Schreibtisch. Super stabile Schreibtisch Kabelablage. Perfektes Stehpult-Kabelmanagement (Schwarz – 4er-Set 43cm),Baumarkt,n/a,n/a,n/a,"37,77310924369748",1061,116,"4381,680672268908",21620,"4,5",4418,"0,0","6,75 x 7,2 x 17,4","4,1998060911",5,"8,0",2020-02-06 18:24:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","37,77310924369748",n/a,1634231889,44,200,5,False
B07GLZJD8H,ScandinavianHub,Kabelmanagement für unter den Schreibtisch – Kabelhalter für Kabelmanagement unter dem Schreibtisch. Super stabile Schreibtisch Kabelablage. Perfektes Stehpult-Kabelmanagement (Schwarz – Einzeln 41cm),Baumarkt,n/a,n/a,n/a,"16,764705882352942",658,197,"3302,6470588235293",12181,"4,6",3096,"0,0","5,47 x 5,83 x 16,61","2,20462262",5,"8,0",2019-03-14 16:48:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","16,764705882352942",n/a,1634231889,45,200,4,False
B07282YP5P,Gedotec,Gedotec Kabeldurchführung Kunststoff schwarz matt TABLE | 2 Stück runde kabellose Kabeldurchlässe | Kabeldose Bohr-Ø 60 mm | Kabelführung zum Eindrücken | Schreibtischkanal - Kabeldurchlass,Baumarkt,n/a,n/a,n/a,"5,798319327731093",342,1299,"7532,01680672269",981,"4,6",1641,"0,0","1,1 x 3,9 x 5,51","0,0440924524",14,"6,0",2017-07-11 22:41:04,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","5,798319327731093",n/a,1634231889,46,189,10,False
B08JYY449S,REFLYING,"Kabelkanal Kabelmanagement Schreibtisch Kabelabdeckungen Verstecken für Büro und Zuhause, Schwarz, 2 Stück",Baumarkt,n/a,n/a,n/a,"14,268907563025211",559,137,"1954,840336134454",15683,"4,5",328,"0,0","2,68 x 3,54 x 17,01","1,1904962148",5,"7,0",2020-11-27 02:32:00,Kabelkanal Schreibtisch,kabelkanal schreibtisch,DE,1,n/a,116,"28,563025210084035","4,5","14,268907563025211",n/a,1634231889,47,106,2,False
B08P8BJN8J,Königwerk,Königwerk Kabelkanal Schreibtisch fürs Kabel Management - Inkl. Zubehör - Tisch Kabelführung Kabelmanagement durch Kabelschacht - Cable Organizer Desk,Baumarkt,n/a,n/a,n/a,"28,563025210084035",919,360,"10282,689075630255",5595,"4,8",192,"0,0","4,61 x 4,65 x 17,48","4,2549216566",5,"6,0",2021-03-12 08:24:00,Kabelkanal Schreibtisch,n/a,DE,-1,n/a,116,"28,563025210084035","4,5","28,563025210084035",n/a,1634231889,-1,150,3,True
